"Name","Source","Page","Rarity","Type","Attunement","Properties","Weight","Value","Text"
"Silverquill Trinket","SCC","35","none","adventuring gear","","","","","When you make your character, you may roll once on the Silverquill Trinkets table, instead of on the Trinkets table in the Player's Handbook, for your starting trinket.Silverquill Trinketsd6Trinket1A black leather notebook filled with half-finished poems2A set of flashcards detailing different colloquialisms and their meanings3A canteen that makes any liquid drunk from it taste sweet4A forged permission slip granting access to the special archives of Strixhaven's libraries5A stylish silver pin that references a famous series of novels about warlocks6A stack of small pieces of parchment, each enchanted to stick to whatever surface it's pressed against and peel off easily"
"Simic Guild Signet","GGR","178","uncommon","ring","requires attunement","","","","This ring, adorned with the symbol of Simic, allows you to cast expeditious retreat. A guild signet is sometimes awarded to a guild member whose renown score in that guild is 5 or higher, as a reward for performing special services for the guild. Aside from its magical properties, the ring is also an indicator of Simic's recognition and favor.A signet has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing it, you can expend 1 charge to cast the associated spell (save DC 13)."
"Simic Keyrune","GGR","178","uncommon","wondrous item","requires attunement by a member of the Simic guild","","","","This keyrune is assembled from coral, mother-of-pearl, and chrome and adorned with the spirals and curves characteristic of Simic ornamentation. The head resembles the shell of a sea creature. On command, the keyrune turns into a category 1 krasis that has the Grabber and Stabilizing Legs adaptations. The transformation lasts for up to 5 hours.When you use an action to speak the item's command word and place the keyrune on the ground in an unoccupied space within 5 feet of you, the keyrune transforms into a category 1 krasis that has the Grabber and Stabilizing Legs adaptations. If there isn't enough space for the creature, the keyrune doesn't transform.The creature is friendly to you, your companions, and other members of your guild (unless those guild members are hostile to you). It understands your languages and obeys your spoken commands. If you issue no commands, the creature takes the Dodge action and moves to avoid danger.At the end of the duration, the creature reverts to its keyrune form. It reverts early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature reverts to its keyrune form, it can't transform again until 36 hours have passed."
"Sinda berries (10)","ToA","205","unknown","adventuring gear","","","","5 gp","These berries are dark brown and bitter. A full-grown sinda berry bush has 4d6 berries growing on it. A bush plucked of all its berries grows new berries in 1d4 months. Picked berries lose their freshness and efficacy after 24 hours.Fresh sinda berries can be eaten raw or crushed and added to a drink to dull the bitterness. A creature that consumes at least ten fresh sinda berries gains advantage on saving throws against disease and poison for the next 24 hours."
"Siren Song Lyre","MOT","198","rare","wondrous item, instrument","requires attunement","","","","You can use an action to play this lyre and cast one of the following spells from it: animal friendship, charm person, enthrall, suggestion. If the spell requires a saving throw, the spell save DC is 13.Once the instrument has been used to cast a spell, it can't be used to cast that spell again until the next dawn.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Skull Card","BMT","15","legendary","wondrous item","","","","","As an action, you can brandish this card and use it to cast Spirit of Death (see chapter 7) as a 6th-level spell (spell attack bonus +9, save DC 17). Once this property is used, it can't be used again until the next dawn."
"Skull Helm","BMT","38","very rare","wondrous item","requires attunement","","","","While wearing this skull-shaped helm, you have resistance to cold, poison, and necrotic damage.Additionally, while wearing the helm, you can cast Spirit of Death from it without requiring material components. Once you use the helm to cast the spell, the helm can't cast this spell again until the next dawn."
"Skyblinder Staff","GGR","181","uncommon","staff, weapon, simple weapon, melee weapon","requires attunement","1d6, bludgeoning, - versatile (1d8)","4 lb.","","You gain a +1 bonus to attack and damage rolls made with this magic quarterstaff. While holding it, you gain a +1 bonus to spell attack rolls.If a flying creature you can see within 30 feet of you makes an attack roll against you, you can use your reaction to hold the staff aloft and cause it to flare with light. The attacker has disadvantage on the attack roll, and it must succeed on a DC 15 Constitution saving throw or be blinded until the start of its next turn. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Sled","PHB","157","none","vehicle (land)","","","300 lb.","20 gp",""
"Sled Dog","IDRotF","20","none","mount","","","","50 gp","A sled dog (use the wolf stat block in appendix A of the Monster Manual) costs 50 gp and can pull 360 pounds.Sled dogs must take a short rest after pulling a sled for 1 hour; otherwise, they gain one level of exhaustion."
"Sledgehammer","PHB","150","none","adventuring gear","","","10 lb.","2 gp",""
"Sleep Grenade","QftIS","undefined","none","explosive","","","","","As an action, a character can throw a grenade at a point up to 60 feet away. With a grenade launcher, the character can propel the grenade up to 120 feet away.This grenade releases a cloud of soporific mist that fills a 20-foot-radius sphere, then dissipates. Each creature in that area must succeed on a DC 15 Constitution saving throw or have the unconscious condition for 1 hour. The condition ends on a creature early if the creature takes damage or if another creature uses an action to shake it awake."
"Sling","PHB","149","none","weapon, simple weapon, ranged weapon","","1d4, bludgeoning, - ammunition (30/120 ft.)","","1 sp"," Range. A weapon that can be used to make a ranged attack has a range shown in parentheses after the ammunition or thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second indicates the weapon's maximum range. When attacking a target beyond normal range, you have disadvantage on the attack roll. You can't attack a target beyond the weapon's long range. Ammunition. You can use a weapon that has the ammunition property to make a ranged attack only if you have ammunition to fire from the weapon. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack. Loading a one-handed weapon requires a free hand. At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.If you use a weapon that has the ammunition property to make a melee attack, you treat the weapon as an improvised weapon. A sling must be loaded to deal any damage when used in this way."
"Sling Bullet","PHB","150","none","ammunition","","","1.2 oz.","0.2 cp",""
"Sling Bullets (20)","PHB","150","none","ammunition","","","1½ lb.","4 cp",""
"Sling Bullets of Althemone","MOT","198","very rare","ammunition","","","","","The sling bullets come in a pouch, which contains 1d4 + 4 bullets. Roll on the Magic Sling Bullets table for each bullet to determine its magical property.You have a +2 bonus to attack and damage rolls made with each of these bullets. If a bullet misses its target, the bullet teleports back into the pouch. Once a bullet hits a target, the bullet loses its magic.Magic Sling Bulletsd4Bullet1Banishment. A creature that takes damage from this bullet must succeed on a DC 15 Charisma saving throw or be banished as though affected by the banishment spell.2Fulguration. On a hit, this bullet deals an extra 2d8 lightning damage to its target. All other creatures within 10 feet of the target must each succeed on a DC 15 Constitution saving throw or take 1d8 thunder damage.3Stunning. On a hit, this bullet deals an extra 1d10 force damage, and the target is stunned until the end of your next turn.4Tracking. A creature that takes damage from this bullet is marked with a glowing rune where the bullet hit. The mark lasts 24 hours. While the creature is marked, you always know the direction to it."
"Sling of Giant Felling","BMT","68","uncommon","weapon (sling), simple weapon, ranged weapon","","1d4, bludgeoning, - ammunition (30/120 ft.)","","","When you hit a Giant creature with a ranged attack roll using this magic sling, the creature must succeed on a DC 18 Constitution saving throw or have the prone condition. Range. A weapon that can be used to make a ranged attack has a range shown in parentheses after the ammunition or thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second indicates the weapon's maximum range. When attacking a target beyond normal range, you have disadvantage on the attack roll. You can't attack a target beyond the weapon's long range. Ammunition. You can use a weapon that has the ammunition property to make a ranged attack only if you have ammunition to fire from the weapon. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack. Loading a one-handed weapon requires a free hand. At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.If you use a weapon that has the ammunition property to make a melee attack, you treat the weapon as an improvised weapon. A sling must be loaded to deal any damage when used in this way."
"Slippers of Spider Climbing","DMG","200","uncommon","wondrous item","requires attunement","","","","While you wear these light shoes, you can move up, down, and across vertical surfaces and upside down along ceilings, while leaving your hands free. You have a climbing speed equal to your walking speed. However, the slippers don't allow you to move this way on a slippery surface, such as one covered by ice or oil."
"Slumbering Dragon Vessel","FTD","27","uncommon","wondrous item","requires attunement","","","","This vessel can be a potion bottle, drinking horn, or other container meant to hold a liquid.As a bonus action, if the vessel is empty, you can speak the command word to fill the vessel with one of the following (your choice): ale, olive oil, a potion of healing, or a potion of climbing. Once this property is used, it can't be used until the next dawn. A potion you create in this way loses its magical properties if it isn't imbibed within 24 hours."
"Slumbering Dragon's Wrath Weapon","FTD","25","uncommon","generic variant","requires attunement","","","","This weapon is decorated with dragon heads, claws, wings, scales, or Draconic letters. When it steeps in a dragon's hoard, it absorbs the energy of the dragon's breath weapon and deals damage of that type with its special properties.Whenever you roll a 20 on your attack roll with this weapon, each creature of your choice within 5 feet of the target takes 5 damage of the type dealt by the dragon's breath weapon. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Slumbering Dragon's Wrath Antimatter Rifle)Automatic Pistol (Slumbering Dragon's Wrath Automatic Pistol)Automatic Rifle (Slumbering Dragon's Wrath Automatic Rifle)Battleaxe (Slumbering Dragon's Wrath Battleaxe)Blowgun (Slumbering Dragon's Wrath Blowgun)Club (Slumbering Dragon's Wrath Club)Dagger (Slumbering Dragon's Wrath Dagger)Dart (Slumbering Dragon's Wrath Dart)Double-Bladed Scimitar (Slumbering Dragon's Wrath Double-Bladed Scimitar)Flail (Slumbering Dragon's Wrath Flail)Glaive (Slumbering Dragon's Wrath Glaive)Greataxe (Slumbering Dragon's Wrath Greataxe)Greatclub (Slumbering Dragon's Wrath Greatclub)Greatsword (Slumbering Dragon's Wrath Greatsword)Halberd (Slumbering Dragon's Wrath Halberd)Hand Crossbow (Slumbering Dragon's Wrath Hand Crossbow)Handaxe (Slumbering Dragon's Wrath Handaxe)Heavy Crossbow (Slumbering Dragon's Wrath Heavy Crossbow)Hooked Shortspear (Slumbering Dragon's Wrath Hooked Shortspear)Hoopak (Slumbering Dragon's Wrath Hoopak)Hunting Rifle (Slumbering Dragon's Wrath Hunting Rifle)Javelin (Slumbering Dragon's Wrath Javelin)Lance (Slumbering Dragon's Wrath Lance)Laser Pistol (Slumbering Dragon's Wrath Laser Pistol)Laser Rifle (Slumbering Dragon's Wrath Laser Rifle)Light Crossbow (Slumbering Dragon's Wrath Light Crossbow)Light Hammer (Slumbering Dragon's Wrath Light Hammer)Light Repeating Crossbow (Slumbering Dragon's Wrath Light Repeating Crossbow)Longbow (Slumbering Dragon's Wrath Longbow)Longsword (Slumbering Dragon's Wrath Longsword)Mace (Slumbering Dragon's Wrath Mace)Maul (Slumbering Dragon's Wrath Maul)Morningstar (Slumbering Dragon's Wrath Morningstar)Musket (Slumbering Dragon's Wrath Musket)Net (Slumbering Dragon's Wrath Net)Pike (Slumbering Dragon's Wrath Pike)Pistol (Slumbering Dragon's Wrath Pistol)Quarterstaff (Slumbering Dragon's Wrath Quarterstaff)Rapier (Slumbering Dragon's Wrath Rapier)Revolver (Slumbering Dragon's Wrath Revolver)Scimitar (Slumbering Dragon's Wrath Scimitar)Shortbow (Slumbering Dragon's Wrath Shortbow)Shortsword (Slumbering Dragon's Wrath Shortsword)Shotgun (Slumbering Dragon's Wrath Shotgun)Sickle (Slumbering Dragon's Wrath Sickle)Sling (Slumbering Dragon's Wrath Sling)Spear (Slumbering Dragon's Wrath Spear)Trident (Slumbering Dragon's Wrath Trident)War Pick (Slumbering Dragon's Wrath War Pick)Warhammer (Slumbering Dragon's Wrath Warhammer)Whip (Slumbering Dragon's Wrath Whip)Yklwa (Slumbering Dragon's Wrath Yklwa)"
"Slumbering Dragon-Touched Focus","FTD","26","uncommon","wondrous item","requires attunement by a spellcaster","","","","This wondrous item can be a scepter, an orb, an amulet, a crystal, or another finely crafted object. It typically incorporates imagery of dragons' wings, claws, teeth, or scales.You have advantage on initiative rolls. While you are holding the focus, it can function as a spellcasting focus for all your spells."
"Slumbering Scaled Ornament","FTD","27","uncommon","wondrous item","requires attunement","","","","This ornament can be jewelry, a cloak, or another wearable accessory. It appears to be fashioned from a dragon's scale, tooth, or claw, or it incorporates images in those shapes.You have advantage on saving throws you make to avoid being charmed or frightened or to end those conditions on you."
"Smith's Tools","PHB","154","none","artisan's tools","","","8 lb.","20 gp","These special tools include the items needed to pursue a craft or trade. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.Smith's tools allow you to work metal, heating it to alter its shape, repair damage, or work raw ingots into useful items. Components. Smith's tools include hammers, tongs, charcoal, rags, and a whetstone. Arcana and History. Your expertise lends you additional insight when examining metal objects, such as weapons. Investigation. You can spot clues and make deductions that others might overlook when an investigation involves armor, weapons, or other metalwork. Repair. With access to your tools and an open flame hot enough to make metal pliable, you can restore 10 hit points to a damaged metal object for each hour of work.Smith's ToolsActivityDCSharpen a dull blade10Repair a suit of armor15Sunder a nonmagical metal object15See the Tool Proficiencies entry for more information."
"Smokepowder","WDH","192","uncommon","wondrous item","","","","","Smokepowder is a magical explosive chiefly used to propel a bullet out of the barrel of a firearm. It is stored in airtight wooden kegs or tiny, waterproof leather packets. A packet contains enough smokepowder for five shots, and a keg holds enough smokepowder for five hundred shots.If smokepowder is set on fire, dropped, or otherwise handled roughly, it explodes and deals fire damage to each creature or object within 20 feet of it: 1d6 for a packet, 9d6 for a keg. A successful DC 12 Dexterity saving throw halves the damage.Casting dispel magic on smokepowder renders it permanently inert."
"Smoldering Armor","XGE","139","common","generic variant","","","","","Wisps of harmless, odorless smoke rise from this armor while it is worn. Base items. This item variant can be applied to the following base items:Breastplate (Smoldering Breastplate)Chain Mail (Smoldering Chain Mail)Chain Shirt (Smoldering Chain Shirt)Half Plate Armor (Smoldering Half Plate Armor)Hide Armor (Smoldering Hide Armor)Leather Armor (Smoldering Leather Armor)Padded Armor (Smoldering Padded Armor)Plate Armor (Smoldering Plate Armor)Ring Mail (Smoldering Ring Mail)Scale Mail (Smoldering Scale Mail)Spiked Armor (Smoldering Spiked Armor)Splint Armor (Smoldering Splint Armor)Studded Leather Armor (Smoldering Studded Leather Armor)"
"Snicker-Snack","WBtW","213","legendary","weapon (greatsword), martial weapon, melee weapon","requires attunement by a non-evil creature","2d6, slashing, - heavy, two-handed","6 lb.","","You gain a +3 bonus to attack and damage rolls made with this magic vorpal sword. In addition, the weapon ignores resistance to slashing damage. When you use this weapon to attack a creature that has at least one head and roll a 20 on the attack roll, you cut off one of the creature's heads. The creature dies if it can't survive without the lost head. A creature is immune to this effect if it is immune to slashing damage, it doesn't have or need a head, it has legendary actions, or the DM decides that the creature is too big for its head to be cut off with this weapon. Such a creature instead takes an extra 6d8 slashing damage from the hit.While attuned to Snicker-Snack, you have proficiency with greatswords, and you can use your Charisma modifier instead of your Strength modifier for attack and damage rolls made with the weapon. Sentience. Snicker-Snack is a sentient, chaotic good greatsword with an Intelligence of 9, a Wisdom of 14, and a Charisma of 18. It has hearing and darkvision out to a range of 120 feet. It can speak, read, and understand Common, and its voice sounds silvery and melodic. Snicker-Snack craves the destruction of evil Dragons and urges you to seek out these creatures and slay them.Snicker-Snack has a fickle personality. It ends its attunement to you if you miss on attack rolls with the weapon three times in a row. Each time you finish a long rest after that happens, you can attempt to regain the sword's trust by making a contested Charisma check against Snicker-Snack. If you win the contest, your attunement to the weapon is instantly restored. Your attunement to the weapon can't be restored in any other way. Heavy. Creatures that are Small or Tiny have disadvantage on attack rolls with heavy weapons. A heavy weapon's size and bulk make it too large for a Small or Tiny creature to use effectively. Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
"Snowshoes","IDRotF","20","none","adventuring gear","","","4 lb.","2 gp","Snowshoes reduce the likelihood of their wearer getting stuck in the deep snow."
"Soap","PHB","150","none","adventuring gear","","","","2 cp",""
"Songhorn","SCAG","124","none","instrument","","","","","A recorder, a simple type of flute, usually carved from wood.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Soul Bag","MM","179","very rare","other","","","","","When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag)."
"Soul Coin","BGDIA","225","uncommon","wondrous item","","","⅓ lb.","","Soul coins are about 5 inches across and about an inch thick, minted from infernal iron. Each coin weighs one-third of a pound, and is inscribed with Infernal writing and a spell that magically binds a single soul to the coin. Because each soul coin has a unique soul trapped within it, each has a story. A creature might have been imprisoned as a result of defaulting on a deal, while another might be the victim of a night hag's curse. Carrying Soul Coins. To hold a soul coin is to feel the soul bound within it—overcome with rage or fraught with despair.An evil creature can carry as many soul coins as it wishes (up to its maximum weight allowance). A non-evil creature can carry a number of soul coins equal to or less than its Constitution modifier without penalty. A non-evil creature carrying a number of soul coins greater than its Constitution modifier has disadvantage on its attack rolls, ability checks, and saving throws. Using a Soul Coin. A soul coin has 3 charges. A creature carrying the coin can use its action to expend 1 charge from a soul coin and use it to do one of the following:Drain Life. You siphon away some of the soul's essence and gain 1d10 temporary hit points.Query. You telepathically ask the soul a question and receive a brief telepathic response, which you can understand. The soul knows only what it knew in life, but it must answer you truthfully and to the best of its ability. The answer is no more than a sentence or two and might be cryptic. Freeing a Soul. Casting a spell that removes a curse on a soul coin frees the soul trapped within it, as does expending all of the coin's charges. The coin itself rusts from within and is destroyed once the soul is released. A freed soul travels to the realm of the god it served or the outer plane most closely tied to its alignment (DM's choice). The souls of lawful evil creatures released from soul coins typically emerge from the River Styx as lemure devils.A soul can also be freed by destroying the coin that contains it. A soul coin has AC 19, 1 hit point for each charge it has remaining, and immunity to all damage except that which is dealt by a hellfire weapon or an infernal war machine's furnace (see ""Soul Fuel"").Freeing a soul from a soul coin is considered a good act, even if the soul belongs to an evil creature. Hellish Currency. Soul coins are a currency of the Nine Hells and are highly valued by devils. The coins are used among the infernal hierarchy to barter for favors, bribe the unwilling, and reward the faithful for services rendered.Soul coins are created by Mammon and his greater devils on Minauros, the third layer of the Nine Hells, in a vast chamber where the captured souls of evil mortals are bound into the coins. These coins are then distributed throughout the Nine Hells to be used for goods and services, infernal deals, dark bargains, and bribes."
"Sovereign Glue","DMG","200","legendary","wondrous item","","","","","This viscous, milky-white substance can form a permanent adhesive bond between any two objects. It must be stored in a jar or flask that has been coated inside with oil of slipperiness. When found, a container contains 1d6 + 1 ounces.One ounce of the glue can cover a 1-foot square surface. The glue takes 1 minute to set. Once it has done so, the bond it creates can be broken only by the application of universal solvent or oil of etherealness, or with a wish spell."
"Space Galleon","AAG","46","none","vehicle (space)","","Speed: 4 mphCarrying Capacity: 20 tons cargoCrew 20, AC 15, HP 400, Damage Threshold 15","","30,000 gp","The space galleon is a mainstay among the host of vessels that ply Wildspace and the Astral Sea. Space galleons can easily pass for ordinary seafaring galleons. Because they can land on water and move across it like their namesakes, they can sail into ports on terrestrial worlds without attracting undue attention. Like an ordinary galleon, a space galleon isn't built to land on the ground (its keel would cause it to roll on its side). The ship's standard weaponry includes two forward-mounted ballistae and an aft-mounted mangonel."
"Spaceship Trinket","QftIS","undefined","none","adventuring gear","","","","","The Spaceship Trinkets table below offers a selection of trinkets appropriate for adventures with sci-fi themes. The adventure includes encounters that ask you to roll on the table to determine what random trinkets the characters find in certain locations on the spaceship. None of the trinkets requires an energy cell.Spaceship Trinketsd100Trinket01-02Disembodied robot arm with a mind of its own03-04Wearable blanket with sleeves and a hood05-06Small, rectangular device that can record and play back audio of up to 1 minute in length07-08Glow-in-the-dark ink pen09-10Fashionable jumpsuit11-12Compact scanner that reports whether an object is recyclable in a cheery tone13-14Wristwatch programmed to beep at a specific time15-16Handheld cylinder that produces a 15-foot cone of bright light for up to 1 hour every 24 hours17-18Colorful toy ray gun with lights and sounds19-20Bottle of fizzy, sweet-tasting liquid21-22Map of an unexplored star system23-24Motorized toothbrush that might have been used25-26Tiny robot that shines boots and shoes27-28Pressurized red canister with a flexible hose that, when squeezed as an action, sprays a 15-foot cone of foam. The foam extinguishes all nonmagical flames in the cone. The canister can perform this action only once.29-30Loaf of space bread covered in blue-green mold31-32Handheld screen that plays a children's story about a friendly, three-eyed frog named Swampy33-34Compact device that displays the current weather35-36Empty metal bottle that maintains the temperature of liquids stored in it for 1d4 hours37-38Tiny disc that emits a high-pitched noise in the presence of smoke or mild cooking fumes39-40Aerosolized can of metal polish41-42Identification badge of a deceased crew member43-44Depleted energy cell45-46Pocket-sized instrument that clicks rapidly within 10 feet of radiation (see the ""Spaceship Features"" section later in this adventure)47-48Vacuum-sealed package of shriveled frankfurters49-50Tin hat that telepathically broadcasts the wearer's surface thoughts to creatures within 10 feet of it51-52Chalky moon rock53-54Collar that, when placed on a Medium or smaller Beast, translates its cries into Common55-56Bottle of expired medicine for treating dizziness57-58Tiny speaker that plays a catchy tune in an unknown language59-60Handheld tool for removing bolts and screws61-62Cautionary pamphlet about the dangers of space63-64Miniature flying saucer65-66Tiny, animatronic bunny that hops after the creature that activates it67-68Stick of deodorant with a surprising scent69-70Countertop appliance that can transform any fruit into a pulpy juice71-72Glass pendant filled with stardust73-74Pot containing an artificially dwarfed tree75-76Otherworldly insect preserved in amber77-78Syringe filled with a viscous, yellow serum79-80Tiny brass orrery81-82Log of passenger names83-84Gas mask with a hole in it85-86Small glass terrarium with an empty cocoon87-88Dongle that never plugs in correctly on the first try89-90Holster fashioned from an unknown reptile's hide91-92Severed bundle of important-looking wires93-94Prosthetic limb with magnetic attachments95-96Set of polyhedral dice that buzz and flash when they land on their highest result97-98Musical instrument that plays electronic tones99-00Trading card of a beloved fictional hero from a far-off world"
"Speaking Stone","ERLW","279","very rare","wondrous item","","","","","The key to long-distance, virtually instantaneous communication across Khorvaire is House Sivis's network of message stations. Each station contains at least one speaking stone, which is carved from a Siberys dragonshard and inscribed with arcane symbols that uniquely identify it. If you're a gnome with the Mark of Scribing, you can touch the stone and use an action to cast the sending spell from it. The target is any other speaking stone whose location or unique sequence of symbols you know. A creature within 5 feet of the stone hears the message as if they were the target.In a Sivis message station, a gnome is always on duty by the speaking stone, listening for messages that might come in and transcribing them for delivery to their intended recipients."
"Spear","PHB","149","none","weapon, simple weapon, melee weapon","","1d6, piercing, - thrown (20/60 ft.), versatile (1d8)","3 lb.","1 gp"," Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Spear of Backbiting","TftYP","229","very rare","weapon (spear), simple weapon, melee weapon","requires attunement","1d6, piercing, - thrown (50/90 ft.), versatile (1d8)","3 lb.","","You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you throw it, its normal and long ranges both increase by 30 feet, and it deals one extra die of damage on a hit. After you throw it and it hits or misses, it flies back to your hand immediately. Curse. This weapon is cursed, and becoming attuned to it extends the curse to you. Until the curse is broken with remove curse or similar magic, you are unwilling to part with the weapon, keeping it within reach at all times. In addition, you have disadvantage on attack rolls made with weapons other than this one.Whenever you roll a 1 on an attack roll using this weapon, the weapon bends or flies to hit you in the back. Make a new attack roll with advantage against your own AC. If the result is a hit, you take damage as if you had attacked yourself with the spear. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Spell Gem","OotA","223","varies","wondrous item","attunement optional","","","","Multiple variations of this item exist, as listed below:Spell Gem (Amber)Spell Gem (Bloodstone)Spell Gem (Diamond)Spell Gem (Jade)Spell Gem (Lapis lazuli)Spell Gem (Obsidian)Spell Gem (Quartz)Spell Gem (Ruby)Spell Gem (Star ruby)Spell Gem (Topaz)"
"Spell Gem (Amber)","OotA","223","very rare","wondrous item","attunement optional","","","","An amber spell gem can contain one spell from any class's spell list. You become aware of the spell when you learn the gem's properties. While holding the gem, you can cast the spell from it as an action if you know the spell or if the spell is on your class's spell list. Doing so doesn't require any components, and doesn't require attunement. The spell then disappears from the gem.If the spell is of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC equals 10 + the spell's level. On a failed check, the spell disappears from the gem with no other effect.An amber spell gem can store up to 4th level spells. Spells cast from the spell gem have a save DC of 15 and an attack bonus of +9.You can imbue the gem with a spell if you're attuned to it and it's empty. To do so, you cast the spell while holding the gem. The spell is stored in the gem instead of having any effect. Casting the spell must require either 1 action or 1 minute or longer, and the spell's level must be no higher than the gem's maximum. If the spell belongs to the school of abjuration and requires material components that are consumed, you must provide them, but they can be worth half as much as normal.Once imbued with a spell, the gem can't be imbued again until the next dawn.Deep gnomes created these magic gemstones and keep the creation process a secret."
"Spell Gem (Bloodstone)","OotA","223","rare","wondrous item","attunement optional","","","","A bloodstone spell gem can contain one spell from any class's spell list. You become aware of the spell when you learn the gem's properties. While holding the gem, you can cast the spell from it as an action if you know the spell or if the spell is on your class's spell list. Doing so doesn't require any components, and doesn't require attunement. The spell then disappears from the gem.If the spell is of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC equals 10 + the spell's level. On a failed check, the spell disappears from the gem with no other effect.A bloodstone spell gem can store up to 3rd level spells. Spells cast from the spell gem have a save DC of 15 and an attack bonus of +7.You can imbue the gem with a spell if you're attuned to it and it's empty. To do so, you cast the spell while holding the gem. The spell is stored in the gem instead of having any effect. Casting the spell must require either 1 action or 1 minute or longer, and the spell's level must be no higher than the gem's maximum. If the spell belongs to the school of abjuration and requires material components that are consumed, you must provide them, but they can be worth half as much as normal.Once imbued with a spell, the gem can't be imbued again until the next dawn.Deep gnomes created these magic gemstones and keep the creation process a secret."
"Spell Gem (Diamond)","OotA","223","legendary","wondrous item","attunement optional","","","","A diamond spell gem can contain one spell from any class's spell list. You become aware of the spell when you learn the gem's properties. While holding the gem, you can cast the spell from it as an action if you know the spell or if the spell is on your class's spell list. Doing so doesn't require any components, and doesn't require attunement. The spell then disappears from the gem.If the spell is of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC equals 10 + the spell's level. On a failed check, the spell disappears from the gem with no other effect.A diamond spell gem can store up to 9th level spells. Spells cast from the spell gem have a save DC of 19 and an attack bonus of +11.You can imbue the gem with a spell if you're attuned to it and it's empty. To do so, you cast the spell while holding the gem. The spell is stored in the gem instead of having any effect. Casting the spell must require either 1 action or 1 minute or longer, and the spell's level must be no higher than the gem's maximum. If the spell belongs to the school of abjuration and requires material components that are consumed, you must provide them, but they can be worth half as much as normal.Once imbued with a spell, the gem can't be imbued again until the next dawn.Deep gnomes created these magic gemstones and keep the creation process a secret."
